817,5,9,33,2,0,128,0,0,0
0,962,1,10,1,0,1,0,1,0
23,1,789,14,121,0,103,0,7,0
38,23,13,868,41,2,35,0,7,1
3,4,114,38,766,0,88,0,7,0
2,0,0,0,0,913,0,36,5,9
108,4,71,34,63,0,628,0,22,0
0,0,0,0,0,47,0,919,4,41
9,1,3,3,6,2,17,0,946,1
0,0,0,0,0,36,0,45,1,948
