89,0,2,3,0,0,9,0,0,0
0,101,0,3,0,0,0,0,1,0
2,0,93,1,14,0,11,0,0,0
5,4,2,81,4,0,4,0,1,0
0,0,7,1,92,0,7,0,0,0
0,0,0,0,0,79,0,2,0,1
11,0,7,4,5,0,65,0,2,0
0,0,0,0,0,6,0,91,0,3
0,0,0,0,0,0,1,0,91,0
0,0,0,0,0,2,0,2,0,91
