967,0,8,0,1,9,8,1,8,6
0,1118,1,0,1,1,3,11,1,6
0,3,981,9,3,2,5,21,5,2
1,2,9,958,1,18,1,5,15,13
0,0,6,1,944,5,8,3,11,22
1,0,1,13,0,829,7,1,10,5
5,4,4,2,7,9,922,1,5,2
2,0,10,12,2,2,1,959,7,10
3,8,9,11,3,12,3,1,908,8
1,0,3,4,20,5,0,25,4,935
